"tipoentidad","codigoentidad","nombreentidad","fechacorte","unidad_de_captura","nombre","tipo","subcuenta","nombre_sub","tasaefectivaanual","montos","num_creditos_desembolsados"
"32","1","Cooperativa Financiera De Antioquia","2019-02-01T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","28.34","593975","47"
"1","7","Bancolombia","2014-09-26T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","11.58","13679369.34","33"
"1","23","Banco De Occidente","2007-05-04T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","20.4","3701160","0"
"1","13","Bbva Colombia","2013-05-03T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","15.23","3850863","50"
"1","34","Bansuperior","2002-05-03T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","40","CONS ENT 13 Y 18 M","30.5","243807","0"
"1","12","Banco Gnb Sudameris","2006-02-10T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","25.8","17891009.46","0"
"1","2","Banco Popular","2004-06-04T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","29.27","5483811","0"
"1","49","Av Villas","2020-05-29T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","18.63","4557043.65","20121"
"4","23","Serfinansa","2017-06-16T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","40","A MAS DE 1825 DIAS","14.71","20000","1"
"1","43","Banagrario","2021-08-13T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","20","OTROS","13.87","2789320","140"
"1","6","Itaú; Banco Itaú.","2017-09-29T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","5","CONSTRUCCION VIVIENDA DIF VIS (PESOS)","12.04","10889468.91","16"
"1","2","Banco Popular","2017-07-21T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","60","ENTRE 366 Y 1095 DIAS","9.04","2258333","4"
"4","5","Finamérica S.A.","2008-07-25T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","29.33","35890.15","0"
"4","24","Financiera Andina S.A., Finandina, Compañía De Financiamiento","2008-02-15T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","19.98","1106","0"
"4","33","Internacional","2010-05-14T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","22.45","2014444","0"
"1","7","Bancolombia","2002-11-22T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","100","CONSUMOS ENTRE 13 Y 18 M","29.23","18006","0"
"1","12","Banco Gnb Sudameris","2003-08-08T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","20.82","1296","0"
"1","6","Itaú; Banco Itaú.","2013-07-19T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","30.5","89597","82"
"1","44","Megabanco S.A.","2004-08-20T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","16.16","2299300","0"
"4","8","Giros & Finanzas C.F.","2018-01-26T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","23.73","1885","1"
"1","14","Helm Bank S.A.","2005-01-07T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","40","A MAS DE 1825 DIAS","21.98","61000","0"
"1","54","Bancoomeva","2021-09-03T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","25.27","1472087.21","2053"
"1","7","Bancolombia","2011-01-28T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","15.54","1338419.42","115"
"4","114","Mi Plata","2013-07-12T00:00:00.000","10","MICROCREDITOS","MODALIDAD DE LEASING","10","ENTRE 31 Y 365 DIAS","29.6","1956.39","2"
"1","13","Bbva Colombia","2007-08-31T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","28.51","5942216","0"
"1","53","Banco W S.A.","2013-06-07T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","16.62","165000","3"
"1","5","Banco Cafetero S.A. En Liquidación","2003-06-20T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","28.78","324596","0"
"1","55","Finandina Bic O Banco Finandina Bic","2017-02-24T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","20","OTROS","18.16","840936.31","26"
"1","46","Banco Colmena S.A., Pero Podrá Utilizar Simplemente Los Nombres Colmena, Banco C","2003-07-25T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","28.93","10802","0"
"1","57","Banco Pichincha S.A.","2012-05-04T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","23.3","1638973.01","272"
"32","7","Financiera Jrc","2011-11-25T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","23.42","1673890","124"
"1","47","Conavi Banco Comercial Y De Ahorros S.A.","2004-08-06T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","70","CONSUMOS 1 MES","0","1166073","0"
"1","6","Itaú; Banco Itaú.","2020-06-12T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","24.3","8947135.16","1876"
"1","7","Bancolombia","2021-02-19T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","7.56","111768308.07","1368"
"4","31","Gm Financial Colombia S.A. Compañía De Financiamiento","2012-03-23T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","18.98","265134.72","5"
"4","46","Coltefinanciera","2010-08-06T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","12.21","447437.17","0"
"4","31","Gm Financial Colombia S.A. Compañía De Financiamiento","2016-08-19T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","40","A MAS DE 1825 DIAS","18.74","1643156.84","52"
"4","8","Giros & Finanzas C.F.","2008-07-25T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","19.28","1284605.78","0"
"1","7","Bancolombia","2002-07-19T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","4.66","2172243535","0"
"1","1","Banco De Bogota","2006-06-09T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0","2543041","0"
"1","2","Banco Popular","2016-04-08T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","17","ADQ VIVIENDA VIS (PESOS)","8","81567","2"
"1","13","Bbva Colombia","2007-12-14T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","21.16","418400","0"
"32","5","Confiar Cooperativa Financiera","2019-02-01T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","5","CONSTRUCCION VIVIENDA DIF VIS (PESOS)","10","325938.86","1"
"1","42","Banco Colpatria, ""Scotiabank""","2013-03-08T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","9","CONSTRUCCION VIVIENDA VIS (PESOS)","11.91","400000","2"
"4","23","Serfinansa","2016-12-09T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","21.62","337632.06","132"
"1","42","Banco Colpatria, ""Scotiabank""","2008-05-30T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","17.69","240000","0"
"1","54","Bancoomeva","2011-12-02T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","14.23","1655000","7"
"1","30","Banco Caja Social","2005-09-02T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","20","ADQ VIVIENDA VIS (UVR)","11","1202125","0"
"1","63","Banco Serfinanza S.A.","2019-05-10T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","28.47","6895058.28","42881"
"4","33","Internacional","2006-01-06T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","20.3","461725","0"
"1","23","Banco De Occidente","2018-11-23T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","28.97","60316832","8755"
"1","7","Bancolombia","2015-12-04T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0.17","87124345","555930"
"1","42","Banco Colpatria, ""Scotiabank""","2004-12-24T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","20.81","1091343","0"
"1","39","Banco Davivienda","2019-09-27T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","14.69","309314955.24","16707"
"1","44","Megabanco S.A.","2005-12-30T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","110","CONSUMOS MAS 18 MESES","26.23","1910.08","0"
"1","39","Banco Davivienda","2013-03-29T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","20","ADQ VIVIENDA VIS (UVR)","9.31","4144882.79","143"
"1","54","Bancoomeva","2016-05-06T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","24.84","1334983.91","4000"
"1","60","Banco Mundo Mujer S.A.","2021-09-24T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","25.5","2427150","147"
"1","54","Bancoomeva","2020-12-18T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","25.93","648","1"
"1","42","Banco Colpatria, ""Scotiabank""","2021-04-09T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","25.96","22350","23"
"1","13","Bbva Colombia","2018-08-10T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","28.75","4418821.57","13673"
"1","14","Helm Bank S.A.","2005-02-04T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","29.08","120571.32","0"
"1","10","Banco Gnb","2009-10-30T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","25.89","1872","0"
"1","49","Av Villas","2013-03-08T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","15","ADQ VIVIENDA DIFERENTE VIS (UVR)","12.4","33420.82","1"
"32","4","Cotrafa Financiera","2016-11-25T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","60","ENTRE 366 Y 1095 DIAS","26.08","173264","23"
"1","56","Banco Falabella S.A.","2019-12-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","27.85","42670095","161769"
"1","9","Citibank","2002-09-06T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","29.85","6269104.13","0"
"1","30","Banco Caja Social","2020-06-12T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","23.32","807722.48","169"
"32","1","Cooperativa Financiera De Antioquia","2017-10-13T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","21.97","341482","174"
"32","5","Confiar Cooperativa Financiera","2004-06-11T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","1.35","25829545.85","0"
"1","39","Banco Davivienda","2009-10-23T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","25.89","247700422.74","0"
"1","14","Helm Bank S.A.","2009-05-15T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","30.3","255420.42","0"
"1","2","Banco Popular","2018-11-23T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","110","CONSUMOS MAS 18 MESES","24.89","57004","88"
"1","54","Bancoomeva","2014-09-12T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","25.58","2243845.88","1772"
"32","1","Cooperativa Financiera De Antioquia","2019-06-28T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","20","OTROS","16.91","121730","10"
"1","62","Mibanco S.A.","2018-02-16T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","30.22","1972600","74"
"4","67","Leasing Bancolombia","2008-04-04T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","19.24","8691423","0"
"1","49","Av Villas","2013-03-15T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","10.35","1605000","16"
"1","14","Helm Bank S.A.","2012-10-12T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","20.36","37849464.61","3505"
"1","47","Conavi Banco Comercial Y De Ahorros S.A.","2003-08-15T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","11.88","1160000","0"
"1","55","Finandina Bic O Banco Finandina Bic","2012-10-26T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","4.98","17221161","0"
"4","26","Tuya","2020-10-23T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","27.06","20527190.63","65635"
"1","58","Coopcentral","2017-12-08T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","18","25000","1"
"1","7","Bancolombia","2005-07-15T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","20.44","182000","0"
"1","9","Citibank","2019-04-12T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","6.76","136408691.02","3188"
"1","12","Banco Gnb Sudameris","2021-07-23T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","15.21","74400","10"
"1","43","Banagrario","2017-07-07T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","15.63","45000","2"
"22","8","Fondo Nacional Del Ahorro","2022-04-08T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","20","ADQ VIVIENDA VIS (UVR)","6.22","5912371.8","86"
"32","2","Jfk Cooperativa Financiera","2016-12-30T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","20.85","3064766","285"
"1","47","Conavi Banco Comercial Y De Ahorros S.A.","2004-05-07T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","29.08","23360","0"
"1","14","Helm Bank S.A.","2007-09-28T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","14.94","2048760.64","0"
"1","1","Banco De Bogota","2006-02-24T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","25.09","512987","0"
"1","43","Banagrario","2011-02-11T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","20.99","5118390","1048"
"1","46","Banco Colmena S.A., Pero Podrá Utilizar Simplemente Los Nombres Colmena, Banco C","2004-12-03T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","2","1260949928","0"
"1","49","Av Villas","2015-09-18T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","28.78","16938.73","32"
"1","42","Banco Colpatria, ""Scotiabank""","2007-02-16T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","16.31","135673","0"
"1","2","Banco Popular","2006-04-21T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","80","A MAS DE 1825 DIAS","9.16","315000","0"
"1","63","Banco Serfinanza S.A.","2021-08-06T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","25.04","6431.66","9"
"1","30","Banco Caja Social","2009-09-18T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","40","CONS ENT 13 Y 18 M","27.87","109634.44","0"
"1","39","Banco Davivienda","2014-07-11T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","100","CONSUMOS ENTRE 13 Y 18 M","28.93","7412.73","6"
"1","7","Bancolombia","2005-04-08T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0.24","10802373","0"
"1","30","Banco Caja Social","2020-07-31T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","7.84","949014.28","5"
"1","2","Banco Popular","2007-05-18T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","6.05","4053721137","0"
"1","30","Banco Caja Social","2018-09-28T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","24.35","3911886.47","7698"
"1","1","Banco De Bogota","2018-11-30T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","15.42","183573611","53379"
"1","2","Banco Popular","2009-05-29T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","50","ENTRE 31 Y 365 DIAS","25.73","78900","0"
"1","13","Bbva Colombia","2006-04-28T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","25.13","2156319","0"
"1","23","Banco De Occidente","2019-08-09T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","26.19","2976419","6193"
"1","7","Bancolombia","2003-02-14T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","29.57","167213874","0"
"4","23","Serfinansa","2005-10-07T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","17.86","1707966.61","0"
"1","7","Bancolombia","2009-05-01T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","11.13","431539049.02","0"
"1","39","Banco Davivienda","2014-05-23T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","45","ADQUIS DE VIVI DIF VIS (COLOCA EN PESOS)","11.39","635942","7"
"1","42","Banco Colpatria, ""Scotiabank""","2008-05-30T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","18.12","206500","0"
"4","24","Financiera Andina S.A., Finandina, Compañía De Financiamiento","2003-10-24T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","24.69","887701","0"
"1","6","Itaú; Banco Itaú.","2007-12-07T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","31.83","62623","0"
"1","5","Banco Cafetero S.A. En Liquidación","2003-04-11T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","29.69","30408","0"
"4","87","Helm Leasing S.A. Compañía De Financiamiento","2005-05-27T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","19.15","580298.55","0"
"1","23","Banco De Occidente","2005-01-07T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","28.85","7793376","0"
"1","42","Banco Colpatria, ""Scotiabank""","2003-05-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","29.38","1507990","0"
"1","57","Banco Pichincha S.A.","2021-09-10T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","12.66","1249983","10"
"4","23","Serfinansa","2009-12-25T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","13.83","2808252.91","0"
"1","57","Banco Pichincha S.A.","2015-06-26T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","28.39","2333341.73","1401"
"1","23","Banco De Occidente","2016-02-12T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","110","CONSUMOS MAS 18 MESES","28.99","34636","45"
"1","13","Bbva Colombia","2018-06-29T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","12","ADQ VIVIENDA DIFERENTE VIS (PESOS)","10.63","122883293","773"
"4","67","Leasing Bancolombia","2016-01-01T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","12.45","25039451.29","69"
"1","39","Banco Davivienda","2009-01-09T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","40","CONS ENT 13 Y 18 M","30.62","865460.18","0"
"4","97","Leasing Popular Compañia De Financiamiento S.A.","2005-12-30T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","17.66","496225","0"
"1","51","Bancien S.A. Y/O ""Ban100""","2009-07-17T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","33.48","175357.2","0"
"1","12","Banco Gnb Sudameris","2012-07-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","30.89","10773986.66","1093"
"1","49","Av Villas","2021-08-06T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","25.8","8683409.08","12838"
"1","13","Bbva Colombia","2011-02-18T00:00:00.000","15","CERTIFICADOS AHORRO VLOR REAL (CAVR)","CERTIFICADOS AHORRO VLOR REAL (CAVR)","30","CAVR A 1 A#O","2","131227","0"
"1","7","Bancolombia","2014-01-03T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","40","A MAS DE 1825 DIAS","12.99","16555765.05","600"
"1","62","Mibanco S.A.","2018-09-07T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","29.67","41000","8"
"22","1","Bancoldex","2020-11-20T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","10.04","313000","1"
"4","8","Giros & Finanzas C.F.","2008-05-02T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","22.71","841717.55","0"
"4","87","Helm Leasing S.A. Compañía De Financiamiento","2005-10-21T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","18","401270","0"
"1","49","Av Villas","2008-08-29T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","70","CONSUMOS 1 MES","0","53682.14","0"
"1","2","Banco Popular","2012-11-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","30.54","1145282","2267"
